Order ID,Order Date,Country,City,Branch,Lat,Lng,Customer First Name,Customer Last Name,Email,Phone Number,Category,Sub Category,Item,SalesPerson ID,Quantity,Unit Price,Discount,Status,total unit sold
6299,2023-03-18,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,Sahar,Salayk,SAHAR.SALAYK@MAIL.COM,5382950464,Smartwatch,Fossil Gen,Fossil Gen 5E,C308,2,199.0,7.96,True,398.0
6300,2023-03-18,Egypt,cairo,cr01,30.0444,31.2357,Lwna,Suirkili,Lwna.suirkili@mail.com,5208852245,Headphones,Bose SoundSport,Bose SoundSport Wireless,Q992,1,129.0,3.87,True,129.0
6301,2023-03-18,Saudi Arabia,aseer,as01,18.2311,42.5004,Kinda,Alyaghshiu,KINDA.ALYAGHSHIU@MAIL.COM,5599087175,VR Headset,HTC Vive,HTC Vive Pro,Z227,1,799.0,15.98,True,799.0
6302,2023-03-18,Syria,damascus,ds02,33.5146,36.3084,Samir,Iidris,samir.iidris@mail.com,5390152004,Tablet,Lenovo Tab,Lenovo Tab P11 Plus,B541,1,299.0,2.99,True,299.0
6303,2023-03-18,USA,new york,ny02,40.7312,-73.9998,Diana,Salhany,diana.salhany@mail.com,5953883666,Headphones,Sennheiser HD,Sennheiser HD 660S,Y989,3,499.0,104.79,False,1497.0
6304,2023-03-18,Syria,damascus,ds02,33.5146,36.3084,Tariq,Eabd aleal,TARIQ.EABD ALEAL@MAIL.COM,5237363799,Headphones,Bose SoundSport,Bose SoundSport Free,D241,1,179.0,0.0,True,179.0
6305,2023-03-18,USA,new york,ny02,40.7312,-73.9998,Emar,Aldwltali,Emar.aldwltali@mail.com,5307775760,Smart Speaker,Apple HomePod,Apple HomePod mini,U287,10,99.0,19.8,True,990.0
6306,2023-03-18,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,Lujin,Hamj,LUJIN.HAMJ@MAIL.COM,5112103519,Headphones,Bose QuietComfort,QC35 II,W472,2,299.0,41.86,True,598.0
6307,2023-03-18,Egypt,cairo,cr03,30.0444,31.2357,Mahir,Hishan,MAHIR.HISHAN@MAIL.COM,5336876712,Headphones,Sennheiser HD,Sennheiser HD 800 S,C192,1,1699.0,101.94,True,1699.0
6308,2023-03-18,USA,las vegas,lv01,36.1699,-115.1398,Muhamad,Zynu,MUHAMAD.ZYNU@MAIL.COM,5051535972,Laptop,HP Pavilion,HP Pavilion 15,W206,1,799.0,47.94,True,799.0
6309,2023-03-18,France,paris,ps01,48.8566,2.3522,Razaan,Jalal,razaan.jalal@mail.com,5930509642,Digital Camera,Canon EOS,Canon EOS M50 Mark II,Z817,2,649.0,77.88,True,1298.0
6310,2023-03-18,Saudi Arabia,dammam,dm01,26.3927,49.9777,Tahani,Eamir,Tahani.eamir@mail.com,5685351115,VR Headset,Pimax Vision,Pimax Vision 8KX,T067,12,999.0,839.16,True,11988.0
6311,2023-03-18,Egypt,asyut,at01,27.1809,31.1837,Faras,Zarzur,faras.zarzur@mail.com,5960475197,Smartphone,Xiaomi Redmi,Xiaomi Redmi Note 11 Pro,H466,2,299.0,23.92,False,598.0
6312,2023-03-18,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,Ahmad,Jalal,Ahmad.jalal@mail.com,5105324892,Fitness Tracker,Xiaomi Mi Band,Xiaomi Mi Band 5,I729,4,29.0,5.8,False,116.0
6313,2023-03-18,USA,new york,ny03,40.7498,-73.9814,Esamat,Alhabis,Esamat.alhabis@mail.com,5914267124,VR Headset,HTC Vive,HTC Vive Cosmos,T587,1,699.0,48.93,False,699.0
6314,2023-03-18,Saudi Arabia,riyadh,rd03,24.7743,46.7386,Tamadur,Sabiq,TAMADUR.SABIQ@MAIL.COM,5813211899,Laptop,ASUS ROG,ASUS ROG Flow Z13,S190,1,2499.0,24.99,True,2499.0
6315,2023-03-18,USA,new york,ny01,40.7128,-74.006,Basimah,Alhaj ali,BASIMAH.ALHAJ ALI@MAIL.COM,5390571163,Tablet,Samsung Galaxy Tab S,Galaxy Tab S7+,L562,1,849.0,84.9,False,849.0
6316,2023-03-18,USA,las vegas,lv01,36.1699,-115.1398,Khalil,Rashid,KHALIL.RASHID@MAIL.COM,5096912308,Digital Camera,Canon EOS R Series,Canon EOS R5,Y998,3,3999.0,479.88,True,11997.0
6317,2023-03-18,Saudi Arabia,jeddah,jd01,21.5433,39.1728,Zayn,Salim,ZAYN.SALIM@MAIL.COM,5121481849,Gaming Console,Nintendo Switch,Nintendo Switch OLED,H046,1,349.0,6.98,True,349.0
6318,2023-03-18,Saudi Arabia,jeddah,jd02,21.4858,39.1925,Rami,Khalid,rami.khalid@mail.com,5334528845,Tablet,Amazon Fire,Amazon Fire 7,K406,1,49.0,3.92,True,49.0
6319,2023-03-18,Morocco,casablanca,cs01,33.5731,7.5898,Sara,Abuzahir,SARA.ABUZAHIR@MAIL.COM,5377292189,Smartphone,Samsung Galaxy,Galaxy S21 Ultra,S319,1,1199.0,119.9,False,1199.0
6320,2023-03-18,Saudi Arabia,aseer,as01,18.2311,42.5004,Muhamad,Nadaf,Muhamad.nadaf@mail.com,5337950348,Headphones,Jabra Elite,Jabra Elite 85t,E680,1,229.0,6.87,True,229.0
6321,2023-03-18,Egypt,asyut,at01,27.1809,31.1837,Eala,Muhamad,Eala.muhamad@mail.com,5198953222,Gaming Console,Sony PlayStation,PlayStation 3 Slim,Y333,1,199.0,13.93,False,199.0
6322,2023-03-18,USA,new york,ny02,40.7312,-73.9998,Rannym,Alsiraj,rannym.alsiraj@mail.com,5454038917,Digital Camera,Nikon Coolpix,Nikon Coolpix B500,L106,1,249.0,7.47,True,249.0
6323,2023-03-18,Egypt,asyut,at01,27.1809,31.1837,Fatin,Iybw,Fatin.iybw@mail.com,5338270487,Smart Speaker,Harman Kardon,Harman Kardon Allure,L106,1,249.0,9.96,False,249.0
6324,2023-03-18,Saudi Arabia,riyadh,rd02,24.7743,46.7386,Fadi,Hadalah,fadi.hadalah@mail.com,5766990120,Smart Speaker,Google Nest,Nest Audio,S855,1,99.0,2.97,True,99.0
6325,2023-03-18,Egypt,cairo,cr02,30.0444,31.2357,Husam,Alkfrswsany,Husam.alkfrswsany@mail.com,5549409605,Fitness Tracker,Amazfit Bip,Amazfit Bip S,F340,3,49.0,0.0,True,147.0
6326,2023-03-18,Saudi Arabia,jeddah,jd02,21.4858,39.1925,Fatnh,Abu adhan,FATNH.ABU ADHAN@MAIL.COM,5762945042,Tablet,Lenovo Tab,Lenovo Tab M10 FHD Plus,H520,1,229.0,16.03,True,229.0
6327,2023-03-18,France,paris,ps02,48.8566,2.3522,Muhamad,Khalid,MUHAMAD.KHALID@MAIL.COM,5866765007,Digital Camera,Sony Cyber-shot,Sony Cyber-shot HX99,X918,1,499.0,4.99,True,499.0
6328,2023-03-18,Egypt,asyut,at01,27.1809,31.1837,Faras,Aleumurii,faras.aleumurii@mail.com,5282338939,Fitness Tracker,Huawei Band,Huawei Band 6,B265,1,59.0,5.31,False,59.0
6329,2023-03-18,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,Salah aldiyn,Aljizamati,Salah Aldiyn.aljizamati@mail.com,5001613999,Fitness Tracker,Withings Move,Withings Move,C905,1,59.0,2.95,True,59.0
6330,2023-03-18,USA,new york,ny01,40.7128,-74.006,Faras,Iidris,Faras.iidris@mail.com,5994244962,Gaming Console,Microsoft Xbox,Xbox Series X,L700,1,499.0,19.96,False,499.0
6331,2023-03-18,Egypt,asyut,at01,27.1809,31.1837,Rasul,Eirat,rasul.eirat@mail.com,5371594552,Fitness Tracker,Garmin Approach,Garmin Approach S12,T592,3,199.0,47.76,True,597.0
6332,2023-03-18,Saudi Arabia,riyadh,rd01,24.7136,46.6753,Rahaf,Ashbrh,rahaf.ashbrh@mail.com,5141146936,Tablet,Apple iPad Pro,"iPad Pro 11"" (5th Gen)",C793,3,899.0,0.0,True,2697.0
6333,2023-03-18,Egypt,asyut,at01,27.1809,31.1837,Rana,Mshati,RANA.MSHATI@MAIL.COM,5392469865,Smartphone,Apple iPhone,iPhone 13 Pro Max,E945,1,1299.0,12.99,True,1299.0
6334,2023-03-18,USA,new york,ny03,40.7498,-73.9814,Zahir,Amir,ZAHIR.AMIR@MAIL.COM,5616653651,Fitness Tracker,Fitbit Versa,Fitbit Versa 2,B966,12,179.0,214.8,False,2148.0
6335,2023-03-18,Saudi Arabia,jeddah,jd03,21.4858,39.1925,Jamal,Alghumyan,JAMAL.ALGHUMYAN@MAIL.COM,5717828682,Smartwatch,Fossil Gen,Fossil Gen 6,N259,1,299.0,17.94,False,299.0
6336,2023-03-18,USA,new york,ny01,40.7128,-74.006,Ghada,Alkhatib,GHADA.ALKHATIB@MAIL.COM,5064454757,Tablet,Samsung Galaxy Tab S,Galaxy Tab S8+,G327,1,749.0,44.94,False,749.0
6337,2023-03-18,Egypt,cairo,cr02,30.0444,31.2357,Lwna,Alkfrswsany,Lwna.alkfrswsany@mail.com,5034539153,Laptop,HP Pavilion,HP Pavilion 15,A261,1,799.0,0.0,True,799.0
6338,2023-03-18,Egypt,cairo,cr02,30.0444,31.2357,Abdalrhmin,Alghan,ABDALRHMIN.ALGHAN@MAIL.COM,5709107993,Fitness Tracker,Garmin Approach,Garmin Approach S62,A608,1,499.0,14.97,True,499.0
6339,2023-03-18,USA,new york,ny03,40.7498,-73.9814,Sami,Dahruj,SAMI.DAHRUJ@MAIL.COM,5962174519,Smartphone,Google Pixel,Google Pixel 5a,U287,1,499.0,4.99,True,499.0
6340,2023-03-18,Saudi Arabia,dammam,dm01,26.3927,49.9777,Muhamad,Jadid,MUHAMAD.JADID@MAIL.COM,5707239700,Smartwatch,Garmin Fenix,Garmin Fenix 6S,G345,1,499.0,24.95,True,499.0
6341,2023-03-18,Syria,aleppo,al01,36.2021,37.1343,Tana,Alealbi,TANA.ALEALBI@MAIL.COM,5794382064,Fitness Tracker,Withings Move,Withings Move ECG,H466,3,129.0,11.61,True,387.0
6342,2023-03-18,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,Muwmin,Zaza,muwmin.zaza@mail.com,5643709333,Smart Speaker,Harman Kardon,Harman Kardon Citation,P040,1,199.0,3.98,True,199.0
6343,2023-03-18,Saudi Arabia,jeddah,jd01,21.5433,39.1728,Ali,Hamdu,ALI.HAMDU@MAIL.COM,5019787842,Smart Speaker,Sonos One,Sonos Move,A470,1,399.0,15.96,True,399.0
6344,2023-03-18,Syria,damascus,ds01,33.5138,36.2765,Jwny,Eammar,jwny.eammar@mail.com,5540135624,Tablet,Apple iPad,"iPad Pro 12.9""",W336,1,999.0,29.97,True,999.0
6345,2023-03-18,Saudi Arabia,jeddah,jd01,21.5433,39.1728,Eisam,Alhindi,Eisam.alhindi@mail.com,5768230097,Digital Camera,Panasonic Lumix,Panasonic Lumix GH5,B265,1,1299.0,25.98,False,1299.0
6346,2023-03-18,Syria,aleppo,al01,36.2021,37.1343,Lina,Alrrashid,Lina.alrrashid@mail.com,5449999598,Digital Camera,Canon EOS,Canon EOS R6,Z826,2,2499.0,249.9,True,4998.0
6347,2023-03-18,USA,las vegas,lv01,36.1699,-115.1398,Zahir,Asamh tubae,ZAHIR.ASAMH TUBAE@MAIL.COM,5301326932,Digital Camera,Olympus OM-D,Olympus OM-D E-M1 Mark III,U806,1,1999.0,99.95,False,1999.0
6348,2023-03-18,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,Zunar,Eaku,ZUNAR.EAKU@MAIL.COM,5927698534,Smart Speaker,Google Nest Hub,Google Nest Hub Max,S783,7,229.0,112.21,True,1603.0
6349,2023-03-19,Saudi Arabia,jeddah,jd02,21.4858,39.1925,Muayid,Bradey,MUAYID.BRADEY@MAIL.COM,5817298451,Laptop,Apple MacBook,"MacBook Pro 16""",O398,1,2399.0,167.93,False,2399.0
6350,2023-03-19,Saudi Arabia,jeddah,jd01,21.5433,39.1728,Iilyas,Alkhalid,iilyas.alkhalid@mail.com,5891424837,VR Headset,Pimax Vision,Pimax Vision 5K Super,K044,1,899.0,35.96,True,899.0
6351,2023-03-19,Egypt,cairo,cr02,30.0444,31.2357,Abd allah,Alqadi,Abd Allah.alqadi@mail.com,5816919071,Tablet,Amazon Fire,Amazon Fire HD 10,D873,1,149.0,8.94,True,149.0
6352,2023-03-19,Syria,damascus,ds02,33.5146,36.3084,Omar,Sarhan,OMAR.SARHAN@MAIL.COM,5554093064,Digital Camera,Canon EOS,Canon EOS M50 Mark II,Q104,1,649.0,0.0,True,649.0
6353,2023-03-19,Syria,damascus,ds02,33.5146,36.3084,Muhamad,Alqutb,muhamad.alqutb@mail.com,5517212159,Smartphone,Samsung Galaxy,Galaxy A72,S830,3,499.0,59.88,True,1497.0
6354,2023-03-19,Syria,homs,hs01,34.7326,36.7136,Muhamad,Almudhin,Muhamad.almudhin@mail.com,5101217637,Fitness Tracker,Amazfit Bip,Amazfit Bip S,O247,1,49.0,4.9,False,49.0
6355,2023-03-19,Saudi Arabia,riyadh,rd01,24.7136,46.6753,Muhamad,Ezqul,MUHAMAD.EZQUL@MAIL.COM,5628011362,Fitness Tracker,Huawei Band,Huawei Band 6,T402,1,59.0,4.13,False,59.0
6356,2023-03-19,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,Bakr,Shaykh,bakr.shaykh@mail.com,5261721463,Tablet,Apple iPad Pro,"iPad Pro 12.9"" (5th Gen)",W242,1,1099.0,76.93,True,1099.0
6357,2023-03-19,Saudi Arabia,riyadh,rd01,24.7136,46.6753,Diea,Hizam,DIEA.HIZAM@MAIL.COM,5034528929,VR Headset,HTC Vive,HTC Vive Pro,Y684,1,799.0,31.96,True,799.0
6358,2023-03-19,Saudi Arabia,jeddah,jd01,21.5433,39.1728,Abdalrhmin,Alqasir,Abdalrhmin.alqasir@mail.com,5344845344,Gaming Console,Sony PlayStation,PlayStation 3 Slim,E804,4,199.0,47.76,False,796.0
6359,2023-03-19,Egypt,cairo,cr03,30.0444,31.2357,Jalal,Nhl,jalal.nhl@mail.com,5385013757,Tablet,Lenovo Tab,Lenovo Tab P11 Pro,Q963,1,499.0,9.98,True,499.0
6360,2023-03-19,United Arab Emirates,abu dhabi,ad03,24.4539,54.3773,Omar,Gharah,Omar.gharah@mail.com,5929622149,Smartwatch,Huawei Watch,Huawei Watch GT 2e,Q717,1,129.0,3.87,True,129.0
6361,2023-03-19,USA,new york,ny02,40.7312,-73.9998,Ali,Eabuwd,Ali.eabuwd@mail.com,5025823681,Laptop,Microsoft Surface,Surface Laptop 4,H046,10,1299.0,389.7,True,12990.0
6362,2023-03-19,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,Muhamad,Shanan,MUHAMAD.SHANAN@MAIL.COM,5633817165,Headphones,Anker Soundcore,Anker Soundcore Liberty Air Pro,R426,1,99.0,9.9,False,99.0
6363,2023-03-19,Egypt,cairo,cr03,30.0444,31.2357,Kholoud,Alqadi,kholoud.alqadi@mail.com,5389429550,VR Headset,Oculus Rift,Oculus Rift S,N969,1,399.0,0.0,True,399.0
6364,2023-03-19,USA,las vegas,lv01,36.1699,-115.1398,Muhamad,Altynawi,muhamad.altynawi@mail.com,5883371126,Smart Speaker,Apple HomePod,Apple HomePod mini,W206,1,99.0,9.9,True,99.0
6365,2023-03-19,Egypt,asyut,at01,27.1809,31.1837,Eubayda,Qbany,eubayda.qbany@mail.com,5599011100,Laptop,Acer Swift,Acer Swift 3,P617,2,699.0,41.94,True,1398.0
6366,2023-03-19,United Arab Emirates,dubai,db02,25.2048,55.2708,Lylas,Murad,LYLAS.MURAD@MAIL.COM,5513443109,VR Headset,HTC Vive,HTC Vive Focus 3,V819,1,799.0,23.97,True,799.0
6367,2023-03-19,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,Lamia,Alhalaliu,LAMIA.ALHALALIU@MAIL.COM,5546676151,Smart Speaker,Apple HomePod,Apple HomePod,R349,4,299.0,119.6,False,1196.0
6368,2023-03-19,USA,las vegas,lv01,36.1699,-115.1398,Muhamad,Alghazi,MUHAMAD.ALGHAZI@MAIL.COM,5349355416,Smartphone,Xiaomi Redmi,Xiaomi Redmi 10,Y716,1,199.0,19.9,False,199.0
6369,2023-03-19,Morocco,casablanca,cs01,33.5731,7.5898,Rwbyna,Zaerur,RWBYNA.ZAERUR@MAIL.COM,5357540380,Tablet,Lenovo Tab,Lenovo Tab M10 FHD Plus,Z594,5,229.0,103.05,True,1145.0
6370,2023-03-19,Saudi Arabia,jeddah,jd01,21.5433,39.1728,Muhamad,Abu zamil,muhamad.abu zamil@mail.com,5981538691,VR Headset,Pimax Vision,Pimax Vision 8KX,G667,2,999.0,199.8,True,1998.0
6371,2023-03-19,Egypt,cairo,cr02,30.0444,31.2357,Muhamad,Sydu,MUHAMAD.SYDU@MAIL.COM,5130343992,Smart Speaker,Harman Kardon,Harman Kardon Allure,B451,1,249.0,19.92,True,249.0
6372,2023-03-19,Saudi Arabia,riyadh,rd01,24.7136,46.6753,Muhamad,Alkhayrat,muhamad.alkhayrat@mail.com,5205849088,Laptop,Apple MacBook,"MacBook Pro 16""",C308,1,2399.0,47.98,True,2399.0
6373,2023-03-19,Egypt,asyut,at01,27.1809,31.1837,Eala,Aldwltali,EALA.ALDWLTALI@MAIL.COM,5949429173,Digital Camera,Panasonic Lumix,Panasonic Lumix S1H,Y882,1,3499.0,244.93,True,3499.0
6374,2023-03-19,Egypt,asyut,at01,27.1809,31.1837,Danah,Bitahish,danah.bitahish@mail.com,5793379899,Laptop,HP Envy,Envy x360,P181,1,899.0,71.92,True,899.0
6375,2023-03-19,Saudi Arabia,jeddah,jd02,21.4858,39.1925,Salam,Alhmwi,SALAM.ALHMWI@MAIL.COM,5484531316,Headphones,Sennheiser HD,Sennheiser HD 660S,B377,3,499.0,74.85,True,1497.0
6376,2023-03-19,France,paris,ps02,48.8566,2.3522,Rim,Aleuryan,RIM.ALEURYAN@MAIL.COM,5548410979,Headphones,Anker Soundcore,Anker Soundcore Liberty Air Pro,H320,1,99.0,6.93,True,99.0
6377,2023-03-19,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,Lina,Aleid,Lina.aleid@mail.com,5829875455,Fitness Tracker,Huawei Band,Huawei Band 6,W956,1,59.0,5.9,False,59.0
6378,2023-03-19,Saudi Arabia,riyadh,rd01,24.7136,46.6753,Fayaruz,Alqadiri,Fayaruz.alqadiri@mail.com,5781458673,Smartphone,Xiaomi Redmi,Xiaomi Redmi 10,H320,13,199.0,103.48,True,2587.0
6379,2023-03-19,Syria,homs,hs01,34.7326,36.7136,Anas,Eiwad,ANAS.EIWAD@MAIL.COM,5763993438,Smartphone,Samsung Galaxy,Galaxy M32,X847,1,249.0,17.43,True,249.0
6380,2023-03-19,Saudi Arabia,aseer,as01,18.2311,42.5004,Khadijah,Ahmad,Khadijah.ahmad@mail.com,5580975590,Digital Camera,Panasonic Lumix,Panasonic Lumix GH5,B715,1,1299.0,116.91,True,1299.0
6381,2023-03-19,Egypt,cairo,cr02,30.0444,31.2357,Muhamad,Alhamuwd,Muhamad.alhamuwd@mail.com,5064092341,Gaming Console,Sony PlayStation,PlayStation 4,E301,13,299.0,116.61,False,3887.0
6382,2023-03-19,USA,new york,ny03,40.7498,-73.9814,Khaldun,Dabana,KHALDUN.DABANA@MAIL.COM,5290016714,Headphones,JBL Live,JBL Live 500BT,I876,5,99.0,34.65,True,495.0
6383,2023-03-19,Saudi Arabia,jeddah,jd01,21.5433,39.1728,Husam,Eammar,Husam.eammar@mail.com,5010364826,VR Headset,HTC Vive,HTC Vive Focus 3,P939,6,799.0,95.88,True,4794.0
6384,2023-03-19,Saudi Arabia,riyadh,rd01,24.7136,46.6753,Ahmad,Hamzat,AHMAD.HAMZAT@MAIL.COM,5629661478,Smart Speaker,Sonos One,Sonos One SL,H046,1,179.0,3.58,True,179.0
6385,2023-03-19,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,Abd alhadi,Alqasir,Abd Alhadi.alqasir@mail.com,5193435706,Smartphone,Apple iPhone,iPhone 12,R551,1,899.0,17.98,True,899.0
6386,2023-03-19,Saudi Arabia,jeddah,jd03,21.4858,39.1925,Ramiz,Alsaediu,Ramiz.alsaediu@mail.com,5054235151,Gaming Console,Sony PlayStation,PlayStation 4,W956,1,299.0,29.9,True,299.0
6387,2023-03-19,Saudi Arabia,dammam,dm01,26.3927,49.9777,Ailya,Hamuwd,Ailya.hamuwd@mail.com,5356651540,VR Headset,Pimax Vision,Pimax Vision 8KX,R143,1,999.0,69.93,True,999.0
6388,2023-03-19,Syria,aleppo,al01,36.2021,37.1343,Faras,Zarie,FARAS.ZARIE@MAIL.COM,5842408548,Headphones,Bose QuietComfort,QC35 II,O642,1,299.0,0.0,True,299.0
6389,2023-03-19,Saudi Arabia,jeddah,jd03,21.4858,39.1925,Ali,Iybw,Ali.iybw@mail.com,5774211480,Fitness Tracker,Withings Move,Withings Move,C308,3,59.0,5.31,True,177.0
6390,2023-03-19,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,Husayn,Aldwltali,husayn.aldwltali@mail.com,5295123535,Smartwatch,Apple Watch,Apple Watch Series 7,R236,2,399.0,23.94,True,798.0
6391,2023-03-19,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,Iilian,Hmshw,iilian.hmshw@mail.com,5114931107,Fitness Tracker,Huawei Band,Huawei Band 6,M702,1,59.0,2.36,True,59.0
6392,2023-03-19,Morocco,casablanca,cs01,33.5731,7.5898,Fayaruz,Damrani,Fayaruz.damrani@mail.com,5793195349,VR Headset,HTC Vive,HTC Vive Cosmos,N038,1,699.0,41.94,True,699.0
6393,2023-03-19,Egypt,asyut,at01,27.1809,31.1837,Samir,Jabir,SAMIR.JABIR@MAIL.COM,5504893532,Tablet,Microsoft Surface,Surface Pro 7,E009,1,799.0,63.92,True,799.0
6394,2023-03-19,Saudi Arabia,aseer,as01,18.2311,42.5004,Ayham,Husu,AYHAM.HUSU@MAIL.COM,5933089483,Digital Camera,Canon EOS,Canon EOS M50 Mark II,Z502,1,649.0,51.92,True,649.0
6395,2023-03-19,United Arab Emirates,dubai,db02,25.2048,55.2708,Sali,Eyd bndqjy,Sali.eyd Bndqjy@mail.com,5884311739,Smartwatch,Apple Watch,Apple Watch Series 7,G557,2,399.0,39.9,True,798.0
6396,2023-03-19,United Arab Emirates,abu dhabi,ad03,24.4539,54.3773,Muwmin,Alzaebii,muwmin.alzaebii@mail.com,5165232416,Laptop,ASUS ROG,ASUS ROG Flow Z13,L106,1,2499.0,249.9,True,2499.0
6397,2023-03-19,Saudi Arabia,riyadh,rd02,24.7743,46.7386,Khadijah,Alsaqaraq,Khadijah.alsaqaraq@mail.com,5728962428,Gaming Console,Nintendo Switch,Nintendo Switch Pro,G405,2,399.0,23.94,False,798.0
6398,2023-03-19,Saudi Arabia,aseer,as01,18.2311,42.5004,Layzaan,Sabiq,layzaan.sabiq@mail.com,5071406755,VR Headset,HP Reverb G2 Omnicept,HP Reverb G2 Omnicept,Q031,1,799.0,79.9,True,799.0
6399,2023-03-19,Saudi Arabia,dammam,dm01,26.3927,49.9777,Eynas,Almurashihi,EYNAS.ALMURASHIHI@MAIL.COM,5791584979,Digital Camera,Nikon Coolpix,Nikon Coolpix P1000,J885,1,999.0,9.99,True,999.0
6400,2023-03-19,USA,washington,wh01,38.9072,-77.0369,Ibrahim,Alrrashid,ibrahim.alrrashid@mail.com,5067686728,VR Headset,Samsung Odyssey,Samsung Odyssey G9,K406,1,1499.0,0.0,True,1499.0
6401,2023-03-19,Saudi Arabia,riyadh,rd02,24.7743,46.7386,Sabah,Almarstani,sabah.almarstani@mail.com,5545522536,Digital Camera,Sony Cyber-shot,Sony Cyber-shot RX100 VII,F792,1,1199.0,71.94,True,1199.0
6402,2023-03-19,United Arab Emirates,abu dhabi,ad02,24.4764,54.3705,Kawkab,Zakianiin,KAWKAB.ZAKIANIIN@MAIL.COM,5744207357,Gaming Console,Sony PlayStation,PlayStation 4 Pro,Z409,1,399.0,31.92,True,399.0
6403,2023-03-19,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,Kholoud,Barghuth,KHOLOUD.BARGHUTH@MAIL.COM,5539512162,Gaming Console,Sony PlayStation,PlayStation 5,J457,2,499.0,79.84,True,998.0
6404,2023-03-19,USA,new york,ny02,40.7312,-73.9998,Omar,Husayn,Omar.husayn@mail.com,5710932805,Tablet,Apple iPad Pro,"iPad Pro 12.9"" (5th Gen)",I729,1,1099.0,43.96,False,1099.0
6405,2023-03-19,United Arab Emirates,abu dhabi,ad03,24.4539,54.3773,Muhamad,Zaniqa,MUHAMAD.ZANIQA@MAIL.COM,5237349502,Digital Camera,Nikon Coolpix,Nikon Coolpix B500,W472,1,249.0,19.92,True,249.0
6406,2023-03-19,Syria,homs,hs01,34.7326,36.7136,Ruaa,Alhusayn,Ruaa.alhusayn@mail.com,5697441215,Smartwatch,Garmin Forerunner,Garmin Forerunner 945,J194,3,599.0,53.91,True,1797.0
6407,2023-03-19,USA,new york,ny03,40.7498,-73.9814,Faras,Ayly,FARAS.AYLY@MAIL.COM,5079753400,Fitness Tracker,Xiaomi Mi Band,Xiaomi Mi Band 6,X364,1,39.0,1.56,True,39.0
6408,2023-03-19,Saudi Arabia,jeddah,jd03,21.4858,39.1925,Tala,Quidr,Tala.quidr@mail.com,5484919037,VR Headset,Oculus Rift S,Oculus Rift 2,J885,2,499.0,69.86,True,998.0
6409,2023-03-19,Saudi Arabia,jeddah,jd01,21.5433,39.1728,Hasan,Bitahish,HASAN.BITAHISH@MAIL.COM,5237382928,Digital Camera,Panasonic Lumix,Panasonic Lumix ZS200,I917,1,799.0,31.96,True,799.0
6410,2023-03-19,United Arab Emirates,abu dhabi,ad01,24.4539,54.3773,Lama,Alqudmani,lama.alqudmani@mail.com,5975510124,Headphones,Bose QuietComfort,QC45,J984,1,349.0,6.98,True,349.0
6411,2023-03-19,USA,new york,ny03,40.7498,-73.9814,Sultan,Eibdalbaqi,Sultan.eibdalbaqi@mail.com,5894832654,VR Headset,HP Reverb,HP Reverb G2,R252,3,599.0,107.82,False,1797.0
6412,2023-03-19,Egypt,cairo,cr02,30.0444,31.2357,Ahmad,Husu,AHMAD.HUSU@MAIL.COM,5219158301,Gaming Console,Microsoft Xbox,Xbox Original,P653,1,69.0,2.76,False,69.0
6413,2023-03-19,USA,washington,wh01,38.9072,-77.0369,Hasan,Abu taqih,Hasan.abu Taqih@mail.com,5391668706,Smart Speaker,Apple HomePod,Apple HomePod,S855,1,299.0,26.91,True,299.0
6414,2023-03-19,Saudi Arabia,riyadh,rd01,24.7136,46.6753,Omaimah,Eubayd,OMAIMAH.EUBAYD@MAIL.COM,5953918243,Fitness Tracker,Withings Move,Withings Move ECG,R236,1,129.0,3.87,False,129.0
6415,2023-03-19,USA,las vegas,lv01,36.1699,-115.1398,Biaism,Aleabd,biaism.aleabd@mail.com,5439297201,Laptop,Dell XPS,XPS 13,P617,1,1299.0,64.95,False,1299.0
6416,2023-03-19,Syria,homs,hs01,34.7326,36.7136,Anwar,Alsaeid,ANWAR.ALSAEID@MAIL.COM,5639233165,Smartphone,Samsung Galaxy,Galaxy Z Fold 3,Z817,3,1799.0,485.73,True,5397.0
6417,2023-03-19,Syria,damascus,ds02,33.5146,36.3084,Kamal,Alnuwri,Kamal.alnuwri@mail.com,5168819542,Headphones,Bose QuietComfort,QC45,X918,1,349.0,3.49,False,349.0
6418,2023-03-19,Syria,aleppo,al01,36.2021,37.1343,Razan,Alajw,RAZAN.ALAJW@MAIL.COM,5662402190,Laptop,Acer Swift,Acer Swift 5,J940,1,999.0,59.94,False,999.0
